merchant_id,period,district_id,mcc,period_revenue,period_transaction_count,period_distinct_customers,POI_count,POI_diversity,merchant_district_mean_household_income,revenue_change,transaction_change,customer_change,mcc_median_revenue_change,mcc_median_transaction_change,mcc_median_customer_change,customer_age_mean,customer_age_median,customer_income_mean,customer_income_median,customer_gender_entropy,number_of_customer_work_districts,customer_work_district_entropy,number_of_customer_home_districts,customer_home_district_entropy,customer_job_type_entropy,customer_education_entropy,customer_marital_status_entropy,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector__centrality,merchant_district_population,merchant_ego_net_mcc_entropy,merchant_ego_net_geo_entropy,revenue_label,transaction_label,customer_label,sum_labels,performance_label
986,1,50,5411,2322.01,111,19,91,1.199025174,9025,0.226428827,0.144144144,-0.210526316,0.177622795,0.10140376,0.055555556,39.42105263,39,2838.547368,2200,0.680629288,9,1.757721768,6,1.116510168,0.609627024,1.465870623,0.95918213,120,200.4814618,0.000243724,0.007524938,451453,1.068878064,1.565029317,1,1,0,2,medium-performing
987,1,50,5411,2153.67,82,10,91,1.199025174,9025,0.05153993,0.256097561,0.3,0.177622795,0.10140376,0.055555556,44.6,45.5,2404.4,2000,0.673011467,6,1.64341712,2,0.325082773,0.63903156,1.088899575,0.801818253,39,13.61249877,0.000216638,0.003395334,451453,1.039949729,1.282563072,0,1,1,2,medium-performing
988,1,50,5411,2330.24,83,16,128,1.861533863,9025,-0.224792296,-0.072289157,0.125,0.177622795,0.10140376,0.055555556,46.8125,45,2243.375,1650,0.621086175,8,1.747965437,5,1.037391825,1.244016196,1.541975833,1.040839437,74,64.11885299,0.000241022,0.005845661,451453,1.010559329,1.725327891,0,0,1,1,medium-performing
989,1,160,5411,2217.91,67,23,250,1.016205473,5772,-0.108994504,-0.014925373,0,0.177622795,0.10140376,0.055555556,40.95652174,41,3404,1900,0.684616078,10,2.102864772,4,0.53050923,1.165802997,1.485354664,0.73932103,110,344.6185999,0.000249875,0.006038631,497586,1.032427287,2.02031786,0,0,0,0,poorly-performing
990,1,115,5411,4642.64,191,31,628,1.442042157,7822,0.284844399,-0.015706806,0.096774194,0.177622795,0.10140376,0.055555556,45.03225806,46,3450.451613,2620,0.688457022,10,1.576829137,11,1.62154821,1.265659328,1.192622498,1.048146732,142,370.06259,0.000253357,0.00410589,274196,0.868828801,1.661637226,1,0,1,2,medium-performing
991,1,50,5411,4224.77,232,31,72,1.450242469,9025,-0.084504009,-0.068965517,-0.032258065,0.177622795,0.10140376,0.055555556,42.38709677,39,3740.774194,1970,0.667431508,10,1.673059487,7,0.838118904,0.972028635,1.291432002,0.858309012,91,95.19766223,0.000236686,0.005902884,451453,1.021276701,1.439708792,0,0,0,0,poorly-performing
992,1,50,5411,3566.42,110,26,131,1.260458399,9025,-0.053476596,-0.254545455,-0.230769231,0.177622795,0.10140376,0.055555556,42.53846154,43,3965.061154,2600,0.666278242,12,2.171590132,6,0.900367483,1.069000474,1.170556437,0.687091727,90,103.4793396,0.000238322,0.006432577,451453,1.007953587,1.671195373,0,0,0,0,poorly-performing
993,1,61,5411,1754.19,90,10,93,1.260588461,6987,-0.009514363,0.022222222,0.4,0.177622795,0.10140376,0.055555556,34.8,32.5,2269.7,2350,0.693146981,6,1.609437312,3,0.63903156,0.325082773,1.279853826,0.63903156,35,12.55879253,0.000222272,0.001551106,533570,1.069541391,1.142848378,0,0,1,1,medium-performing
994,1,59,5411,2766.19,95,10,39,1.381281595,7308,-0.123592378,-0.084210526,0.2,0.177622795,0.10140376,0.055555556,36.5,36.5,5582.2,2537,0.610864102,5,1.359236201,3,0.63903156,0.325082773,1.470807976,0.63903156,36,8.977484365,0.000220459,0.001006371,344876,1.029194733,1.083481983,0,0,1,1,medium-performing
995,1,81,5411,2769.87,91,15,139,1.564933326,4674,-0.209049522,0.043956044,-0.333333333,0.177622795,0.10140376,0.055555556,42.53333333,40,3821.533333,2700,0.690923109,9,2.026228723,7,1.389714755,0.853235851,1.083254611,0.627704957,59,37.09676456,0.000231857,0.000949332,598454,1.0239285,1.844493618,0,0,0,0,poorly-performing
996,1,50,5411,1192.79,65,22,106,1.135671066,9025,0.035957713,0.138461538,-0.136363636,0.177622795,0.10140376,0.055555556,41.36363636,40.5,3307.045455,2000,0.67652576,6,1.198817588,8,1.70036895,0.948587032,0.997782878,0.576381767,109,238.8034674,0.00024266,0.006194154,451453,0.984811543,1.782273064,0,1,0,1,medium-performing
997,1,61,5411,1286.64,61,13,54,1.721798695,6987,0.964846422,1.081967213,-0.076923077,0.177622795,0.10140376,0.055555556,42,44,2986.538462,2500,0.540203942,7,1.692408163,4,1.090599074,1.377819008,0.983961146,0.858740613,58,74.06358607,0.000235793,0.002787183,533570,1.046756363,1.759163102,1,1,0,2,medium-performing
998,1,50,5411,3178.27,126,18,73,0.893245646,9025,-0.360088979,-0.365079365,-0.055555556,0.177622795,0.10140376,0.055555556,41.88888889,41,1925.555556,1500,0.668248278,6,1.270958007,2,0.214558955,0.854805885,1.435746544,0.925701511,76,60.25996339,0.000232558,0.005569711,451453,1.052529095,1.419513545,0,0,0,0,poorly-performing
999,1,61,5411,4623.46,163,34,55,1.339637255,6987,0.004650197,-0.085889571,-0.029411765,0.177622795,0.10140376,0.055555556,38.44117647,36,2004.823529,1950,0.629501061,15,2.409291438,7,0.782191404,0.869898783,1.17461945,0.915025423,110,164.8856589,0.000243962,0.006485834,533570,0.941017786,1.676408521,0,0,0,0,poorly-performing
1000,1,61,5541,7293.56,84,62,142,1.541557453,6987,-0.355088599,-0.273809524,-0.403225806,-0.094470234,-0.058823529,-0.076923077,38.0483871,34,3636.372097,1840,0.441803148,23,2.665319478,17,2.065133645,1.106785905,1.475573248,0.756225634,227,944.6945056,0.000257998,0.009448378,533570,1.008239133,2.487346116,0,0,0,0,poorly-performing
1001,1,160,5411,6906.95,305,52,206,1.413838823,5772,-0.407550366,-0.504918033,-0.269230769,0.177622795,0.10140376,0.055555556,40.65384615,40,3937.634615,2425,0.690185476,18,2.506397359,12,1.31038775,1.067225355,1.171523423,0.777052258,210,521.1552068,0.000254194,0.014507908,497586,1.034570872,1.976742343,0,0,0,0,poorly-performing
1002,1,50,5411,3384.73,135,36,80,0.939480641,9025,-0.579328336,-0.451851852,-0.25,0.177622795,0.10140376,0.055555556,42.11111111,40.5,2963.444444,2235,0.668248278,14,2.063062867,10,1.611156817,1.258310378,1.142786048,0.923349751,155,645.0319944,0.000250313,0.009974633,451453,1.038090167,1.954733932,0,0,0,0,poorly-performing
1003,1,141,5411,2255.56,106,15,140,1.609167954,3503,0.21235968,0.141509434,0.733333333,0.177622795,0.10140376,0.055555556,37.66666667,35,2794.933333,2640,0.579914971,8,1.933809199,5,1.080573348,0.244929827,1.17105947,0.392674267,54,42.82800721,0.000228833,0.001448985,248859,1.010362087,1.830083413,1,1,1,3,well-performing
1004,1,63,5691,11272.82,145,120,367,1.156068295,3637,-0.16855321,-0.096551724,-0.183333333,-0.033028781,-0.022058824,-0.013157895,34.125,32.5,2078.683333,1556,0.630580828,23,2.388307074,15,1.848444574,0.632603584,1.36449963,0.850582461,298,1484.221802,0.000256871,0.019451464,699901,0.880946628,1.979956728,0,0,0,0,poorly-performing
1005,1,96,5541,40751.82,465,178,88,1.585224606,4120,-0.074255088,-0.043010753,-0.151685393,-0.094470234,-0.058823529,-0.076923077,39.52808989,38.5,3462.970449,2500,0.444482347,27,2.519388034,18,1.486346189,1.150511893,1.436354567,0.712742025,333,1281.174699,0.000259943,0.029471661,463433,1.063873388,2.126738902,1,1,0,2,medium-performing
1006,1,33,5411,5729.91,188,29,46,1.268665772,10560,0.473825941,0.244680851,0.068965517,0.177622795,0.10140376,0.055555556,40.72413793,42,2942.151724,2000,0.678209194,8,1.295781885,8,1.246966821,1.073973878,1.500441438,0.912356215,109,149.3385491,0.000250376,0.002982632,185447,1.066601621,2.080798377,1,1,1,3,well-performing
1007,1,50,5411,2816.33,117,24,293,1.342916991,9025,0.423782014,0.452991453,0.416666667,0.177622795,0.10140376,0.055555556,38.875,35.5,4748.25,2750,0.689670728,11,1.987593215,6,1.055669248,0.882382653,1.258317396,1.053336918,75,104.658648,0.000236351,0.00404204,451453,0.902787625,1.37463852,1,1,1,3,well-performing
1008,1,70,5411,258279.25,2422,864,85,1.216842209,3480,-0.188647017,-0.134186623,-0.101851852,0.177622795,0.10140376,0.055555556,40.00925926,39,3137.487141,2000,0.415412774,36,3.02901146,29,2.581751147,0.986555671,1.400002286,0.540319483,952,9562.481415,0.000273149,0.055581201,274197,1.099853693,2.803218856,0,0,0,0,poorly-performing
1009,1,33,5411,1957.13,91,17,89,1.734762831,10560,0.522918764,0.10989011,0.058823529,0.177622795,0.10140376,0.055555556,44.64705882,43,3614.411765,1500,0.649248155,5,1.313010092,4,0.955446741,1.005387033,1.365371756,0.873900114,79,85.1554545,0.000241896,0.002262565,185447,1.097136931,1.807507094,1,1,1,3,well-performing
1010,1,61,5541,9440.54,118,52,43,1.400393124,6987,-0.166326291,-0.084745763,0.096153846,-0.094470234,-0.058823529,-0.076923077,37.25,37,2241.442308,2001,0.460731477,19,2.59256603,11,1.385484861,0.672295828,1.238391057,0.899716937,183,576.8852007,0.000255885,0.006688325,533570,1.03132588,2.385633794,0,0,1,1,medium-performing
1011,1,123,5541,173795.04,713,155,75,0.642794763,4188,-0.158656254,-0.071528752,-0.148387097,-0.094470234,-0.058823529,-0.076923077,39.39354839,38,3011.70871,2000,0.31793658,21,1.97758522,21,1.94737063,0.980314771,1.400200602,0.702394509,408,1713.620246,0.000263366,0.016666922,442694,1.057537966,2.37600841,0,0,0,0,poorly-performing
1012,1,123,5691,17001.42,250,191,178,1.845927751,4188,-0.037793314,-0.036,-0.120418848,-0.033028781,-0.022058824,-0.013157895,39.12041885,39,2442.407539,1899,0.641243423,24,2.272590162,22,1.874219833,0.805704688,1.43156683,0.735662985,395,2288.121973,0.00026448,0.021394296,442694,1.001161678,2.283009475,0,0,0,0,poorly-performing
1013,1,34,5691,36675.98,486,345,1145,1.030942897,8845,0.056136196,0.047325103,0.008695652,-0.033028781,-0.022058824,-0.013157895,38.77971014,37,2713.293246,2000,0.68856531,33,2.924185975,30,2.535280374,0.946498317,1.380707262,0.873410066,616,6837.879004,0.00026976,0.026792431,222370,0.939921153,2.520964621,1,1,1,3,well-performing
1014,1,17,5691,24812.73,311,226,621,1.771379315,4773,-0.292566759,-0.199356913,-0.207964602,-0.033028781,-0.022058824,-0.013157895,38.25221239,38,2420.619469,1800,0.666437972,26,2.437025512,31,2.523069576,0.941231649,1.51041085,0.91106732,521,5025.882207,0.000268962,0.020529164,236606,0.967390786,2.680611545,0,0,0,0,poorly-performing
1015,1,84,5691,15925.86,224,146,443,0.955424364,5281,0.032344878,0.0625,-0.006849315,-0.033028781,-0.022058824,-0.013157895,38.74657534,36.5,2968.027397,2000,0.674642617,23,2.352816723,22,1.84905916,0.918542262,1.396518943,0.727686318,363,2262.874211,0.000264201,0.008716296,433873,1.023383825,2.693213994,1,1,1,3,well-performing
1016,1,2,5691,10657.06,153,132,202,1.310444062,3388,-0.000369708,0.058823529,-0.053030303,-0.033028781,-0.022058824,-0.013157895,37.65909091,37,2548.779091,1970,0.659597442,25,2.647257498,21,1.8737613,0.950665953,1.250438541,0.665021003,291,1003.984352,0.000259605,0.007253259,296967,0.99740414,2.344002064,1,1,0,2,medium-performing
1017,1,50,5691,16683.27,283,184,54,1.489626506,9025,0.087305426,0.035335689,0.135869565,-0.033028781,-0.022058824,-0.013157895,40.22282609,38,2912.957011,2130,0.690249569,26,2.385470825,16,1.886012912,1.12557843,1.544480243,0.803807928,461,2617.986525,0.000263227,0.059281436,451453,1.001849247,1.952422446,1,1,1,3,well-performing
1018,1,115,5691,13263.91,208,141,536,1.217668882,7822,-0.194261722,-0.225961538,-0.184397163,-0.033028781,-0.022058824,-0.013157895,37.78014184,37,2557.187943,2000,0.682014618,24,2.030364292,29,2.379213579,0.689145716,1.272029608,0.750499638,401,2759.596151,0.000265393,0.017671581,274196,1.021166529,2.164325732,0,0,0,0,poorly-performing
1019,1,65,5691,9106.35,134,108,705,0.764676754,3055,0.302338478,0.21641791,0.12037037,-0.033028781,-0.022058824,-0.013157895,38.62962963,38,2897.966111,2000,0.672253458,19,2.214609799,13,1.529318613,1.086522023,1.258413579,0.684521375,223,711.3986907,0.000255885,0.015508741,698260,1.000415686,1.888772797,1,1,1,3,well-performing
1020,1,81,5691,19270.08,229,185,134,0.853829121,4674,0.121448899,0.113537118,0.097297297,-0.033028781,-0.022058824,-0.013157895,39.28108108,39,2384.127081,2000,0.603836772,26,2.815225827,25,1.909422193,0.88777492,1.410879552,0.746456783,357,2659.446984,0.000262398,0.007610409,598454,1.020549588,2.430129645,1,1,1,3,well-performing
1021,1,63,5691,23802.45,328,259,414,1.059844158,3637,0.087483851,0.131097561,0.108108108,-0.033028781,-0.022058824,-0.013157895,38.16602317,38,2208.242625,1800,0.643413301,27,2.46781257,20,1.854143353,0.942608927,1.404100555,0.795089043,479,3132.87122,0.000263296,0.040594901,699901,1.048809293,1.995595799,1,1,1,3,well-performing
1022,1,121,5691,58882.78,831,463,430,1.231434024,3567,-0.090484519,-0.061371841,-0.049676026,-0.033028781,-0.022058824,-0.013157895,38.01727862,38,5361.896371,1800,0.597703018,31,2.596952689,22,0.852430485,0.793046236,1.366652685,0.597754385,510,3112.523857,0.000265252,0.019600349,770393,1.054480837,1.826972335,0,0,0,0,poorly-performing
1023,1,77,5541,22510.64,315,51,46,0.952511887,3197,-0.59093522,-0.450793651,-0.078431373,-0.094470234,-0.058823529,-0.076923077,39.45098039,38,2886.886471,2000,0.223717876,21,2.816820182,16,2.24905924,0.838050781,1.286380835,0.769097152,226,691.1522552,0.000257334,0.003369727,748483,0.892536825,2.805402626,0,0,0,0,poorly-performing
1024,1,100,5541,11387.94,203,97,149,1.416902158,3019,-0.07300179,-0.216748768,-0.24742268,-0.094470234,-0.058823529,-0.076923077,38.06185567,36,3774.367835,2500,0.353569382,24,2.704340994,22,2.20337413,1.266773161,1.446093885,0.703411399,318,1936.492431,0.000262467,0.006638217,497959,1.049836704,2.850271425,1,0,0,1,medium-performing
1025,1,61,5541,41908.27,506,184,106,1.174747141,6987,-0.154701208,-0.09486166,-0.092391304,-0.094470234,-0.058823529,-0.076923077,37.64130435,36,3197.971902,2000,0.397393907,22,1.861276737,21,2.078070878,0.92302464,1.483760897,0.683884724,385,1987.904325,0.000261165,0.0284534,533570,1.028511216,2.175520739,0,0,0,0,poorly-performing
1026,1,53,5541,34697.33,337,129,44,0.292308973,4513,0.068130314,0.09495549,-0.023255814,-0.094470234,-0.058823529,-0.076923077,41.05426357,41,4657.251938,2950,0.272668432,28,2.797888033,22,2.28070788,1.206313005,1.588669576,0.658971899,364,1737.566982,0.000263296,0.008629781,396729,1.096704516,2.861874816,1,1,1,3,well-performing
1027,1,33,5541,83828.16,627,184,311,1.67147615,10560,0.932236614,0.93460925,-0.032608696,-0.094470234,-0.058823529,-0.076923077,39.21195652,38,3418.414837,2500,0.509311423,26,2.334684804,30,2.919969804,0.971406843,1.545504453,0.795699348,592,5860.621462,0.000272035,0.030354163,185447,1.005939229,2.971281362,1,1,1,3,well-performing
1028,1,115,5541,24880.19,290,113,243,1.772051041,7822,-0.315745579,-0.310344828,-0.088495575,-0.094470234,-0.058823529,-0.076923077,39.99115044,39,3164.092389,2030,0.391568451,20,2.063093409,22,2.335971458,0.935183139,1.362401069,0.830983647,358,1762.510848,0.000263713,0.013339994,274196,1.033734724,2.543929231,0,0,0,0,poorly-performing
1029,1,17,5541,42142.19,458,210,41,1.51709845,4773,0.093389072,-0.006550218,-0.066666667,-0.094470234,-0.058823529,-0.076923077,39.80952381,39,3125.715286,2350,0.335421507,27,2.470214136,28,2.71769725,1.002135142,1.45143998,0.635198248,556,3098.895014,0.000267809,0.020491021,236606,0.986638566,2.948437196,1,1,1,3,well-performing
1030,1,100,5691,14254.17,81,50,509,1.564150925,3019,-0.19590618,-0.074074074,-0.14,-0.033028781,-0.022058824,-0.013157895,37.26,36.5,2794.04,2040,0.641035278,17,2.427873277,11,1.668219896,0.718181919,1.340931364,0.837665675,164,391.0059893,0.000250752,0.003044894,497959,1.068490994,2.122613155,0,0,0,0,poorly-performing
1031,1,63,5541,41479.67,316,186,271,1.290083462,3637,-0.037416402,0.123417722,0.064516129,-0.094470234,-0.058823529,-0.076923077,39.20430108,39,3114.22043,2000,0.394681966,26,2.480209531,25,2.237002016,1.014576837,1.489941975,0.653357183,460,3197.053204,0.000264831,0.035957326,699901,1.0335208,2.502148355,1,1,1,3,well-performing
1032,1,121,5541,54756.97,475,233,123,1.271703906,3567,-0.141256355,-0.04,-0.051502146,-0.094470234,-0.058823529,-0.076923077,39.20171674,38,3738.32412,2250,0.35863445,31,2.841205278,34,3.004986995,0.995049448,1.545254891,0.611684254,717,8333.081604,0.000273149,0.020467284,770393,1.012031465,3.118752917,0,1,1,2,medium-performing
1033,1,4,5411,17211.94,475,124,90,1.308171275,6577,0.126365767,0.023157895,-0.10483871,0.177622795,0.10140376,0.055555556,39.09677419,37,3187.903226,2000,0.587385171,20,2.233751714,17,1.500602296,1.076744004,1.402817738,0.843056282,315,1419.317006,0.000260485,0.035108839,423372,1.089396075,1.91652299,0,0,0,0,poorly-performing
1034,1,9,5411,16570.47,317,57,172,1.05460985,3693,0.396769675,0.107255521,0.210526316,0.177622795,0.10140376,0.055555556,40.63157895,39,2677.842105,2226,0.691761299,17,2.19920834,9,0.880306731,1.109437046,1.391004975,0.826743934,135,265.4846926,0.000246731,0.005473114,251087,1.073340947,1.969109332,1,1,1,3,well-performing
1035,1,61,5411,9209.04,199,60,172,1.281563844,6987,0.661654201,0.030150754,0.183333333,0.177622795,0.10140376,0.055555556,38.78333333,39,2728.3,2000,0.636513968,14,2.054886878,6,1.001041304,0.902958479,1.326593141,0.776080622,179,416.2682118,0.000251446,0.011823502,533570,1.035615753,1.773656647,1,0,1,2,medium-performing
1036,1,17,5541,39255.85,481,172,42,1.775882445,4773,0.105564139,0.056133056,-0.034883721,-0.094470234,-0.058823529,-0.076923077,38.5872093,37.5,3374.306221,2500,0.3823883,26,2.356997909,25,2.054199617,1.169515565,1.309414708,0.766022195,476,2375.428397,0.000265887,0.017325032,236606,1.045158719,2.901735778,1,1,1,3,well-performing
1037,1,77,5541,50900.97,459,211,125,1.533308537,3197,-0.192635425,-0.08496732,-0.236966825,-0.094470234,-0.058823529,-0.076923077,37.62085308,36,3867.489194,2121,0.30264726,28,2.794058524,28,2.94879281,0.957566968,1.420002012,0.632055561,566,4460.932318,0.000268097,0.016948744,748483,0.954605994,3.080093769,0,0,0,0,poorly-performing
1038,1,17,5411,2350.22,60,26,500,1.787389139,4773,0.395414046,0.266666667,-0.076923077,0.177622795,0.10140376,0.055555556,39.92307692,39.5,2910.461538,2250,0.666278242,7,1.053071416,10,1.804370619,0.999752502,1.206528254,1.177910363,66,75.90757568,0.000240327,0.001338204,236606,0.981568708,1.4924144,1,1,0,2,medium-performing
1039,1,33,5411,29351.21,339,104,73,1.723364851,10560,0.282130106,0.339233038,0.067307692,0.177622795,0.10140376,0.055555556,43.38461538,39.5,3623.134615,2500,0.68126553,21,2.205799539,17,1.741677705,1.257319819,1.386529719,0.743564525,285,846.2739201,0.000259202,0.01533994,185447,1.085612985,2.354297805,1,1,1,3,well-performing
1040,1,115,5411,13100.61,367,72,197,1.51289201,7822,-0.032686264,0.005449591,0.097222222,0.177622795,0.10140376,0.055555556,42.66666667,42.5,3037.064861,1900,0.492603458,16,1.722239606,13,1.573448697,1.064522992,1.537783163,0.810462135,140,328.0845996,0.00025208,0.00377383,274196,1.078362143,2.025692907,0,0,1,1,medium-performing
1041,1,61,5691,11211.13,172,131,160,1.634046914,6987,-0.498165662,-0.424418605,-0.328244275,-0.033028781,-0.022058824,-0.013157895,36.38167939,36,2455.854962,2000,0.587983486,24,2.419241318,20,1.742407957,0.797266352,1.211418884,1.069798915,354,1485.227585,0.000260892,0.030841534,533570,0.824994645,2.134738751,0,0,0,0,poorly-performing
1042,1,50,5411,3640.5,96,21,64,1.368475283,9025,-0.228696608,-0.1875,-0.047619048,0.177622795,0.10140376,0.055555556,47.23809524,46,5619.666667,2000,0.682907905,10,1.816024311,8,1.63416332,1.408578214,1.089870722,1.126626059,123,176.5551118,0.00024558,0.00897718,451453,1.080219301,1.642033498,0,0,0,0,poorly-performing
1043,1,50,5411,15696.04,348,45,91,1.199025174,9025,-0.073569512,-0.051724138,0.088888889,0.177622795,0.10140376,0.055555556,44.93333333,46,6472.386667,2564,0.690923109,16,2.128085074,8,0.948971351,1.157286019,1.550320277,0.670139135,176,377.6720207,0.000246184,0.015024527,451453,0.993583964,1.578649319,0,0,1,1,medium-performing
1044,1,61,5541,28523.64,305,134,159,1.226979484,6987,-0.013256373,-0.209836066,-0.328358209,-0.094470234,-0.058823529,-0.076923077,39.43283582,39,3479.865672,2200,0.421412222,22,2.225890542,12,1.432943127,1.134573192,1.501201463,0.612113467,343,1326.886785,0.000259336,0.027239552,533570,1.084234415,2.083298644,1,0,0,1,medium-performing
1045,1,50,5411,2247.82,86,21,173,1.3282058,9025,-0.176944773,0.11627907,-0.047619048,0.177622795,0.10140376,0.055555556,40.42857143,36,4482.809524,2800,0.664528239,7,1.324667911,5,1.301466858,1.073496642,1.112644004,1.301466858,123,155.4959954,0.000239693,0.006459682,451453,0.9666053,1.719852983,0,1,0,1,medium-performing
1046,1,63,5541,29265.19,383,159,171,1.683142277,3637,0.082588563,0.070496084,0.050314465,-0.094470234,-0.058823529,-0.076923077,39.1572327,38,2900.320189,2000,0.378296945,23,2.64960417,27,2.247670375,1.008078683,1.43969512,0.760804946,399,2481.726573,0.00026295,0.022679286,699901,1.001321659,2.593394675,1,1,1,3,well-performing
1047,1,141,5541,15204.24,160,88,158,1.392686558,3503,-0.180873888,-0.21875,-0.125,-0.094470234,-0.058823529,-0.076923077,38.625,38,3595.511364,2000,0.354050939,19,2.567128871,19,2.083574709,0.859920039,1.347513481,0.765316984,304,1472.286499,0.000260756,0.0151242,248859,1.062295456,2.505595408,0,0,0,0,poorly-performing
1048,1,121,5541,62774.44,447,117,43,1.162204742,3567,0.051861235,0.181208054,0.042735043,-0.094470234,-0.058823529,-0.076923077,39.23931624,39,3172.239316,2000,0.399023378,23,2.410744403,17,1.239959222,1.018974532,1.215201954,0.637347947,341,1047.302854,0.000260417,0.00786669,770393,1.061179944,2.281476135,1,1,1,3,well-performing
1049,1,60,5691,35863.84,284,199,3,0,3671,-0.009907472,-0.021126761,0.035175879,-0.033028781,-0.022058824,-0.013157895,40.62311558,40,3478.774422,2500,0.683914218,26,2.721050797,19,1.935268263,1.235301415,1.417788999,0.852058058,343,1813.195967,0.00026096,0.011539978,243474,1.012150179,2.216336064,1,1,1,3,well-performing
1050,1,61,5691,143641.59,880,496,206,1.363436689,6987,-0.086442095,-0.111363636,-0.118951613,-0.033028781,-0.022058824,-0.013157895,38.50604839,37,3178.236552,2400,0.693016902,33,2.567253676,25,1.899874088,1.002916701,1.373955305,0.95873139,661,4906.546835,0.000267809,0.101544129,533570,0.94700184,2.242675258,0,0,0,0,poorly-performing
1051,1,4,5691,170249.42,1063,619,59,0.762979664,6577,-0.107799427,-0.160865475,-0.085621971,-0.033028781,-0.022058824,-0.013157895,40.66558966,39,3706.14874,2570,0.692989075,32,2.62259359,28,2.186374077,1.173767933,1.419103089,0.899809755,756,4522.120528,0.000265887,0.217939583,423372,1.012949418,2.103045843,0,0,0,0,poorly-performing
1052,1,33,5691,68583.08,472,335,77,1.503689959,10560,-0.15128017,-0.186440678,-0.113432836,-0.033028781,-0.022058824,-0.013157895,38.62686567,37,3333.603403,2136,0.688287243,28,2.278711593,29,2.4412505,0.962522691,1.423157566,0.890431811,601,3133.051657,0.000266951,0.053623969,185447,0.886982067,2.268475914,0,0,0,0,poorly-performing
1053,1,50,5691,62081.77,481,342,228,1.430085516,9025,-0.120508806,-0.189189189,-0.16374269,-0.033028781,-0.022058824,-0.013157895,38.84502924,37,3305.80731,2363,0.69253128,29,2.560177494,22,1.951050832,1.141732824,1.370716993,0.939468802,544,2645.414683,0.00026441,0.09432287,451453,0.946853405,2.033582437,0,0,0,0,poorly-performing
1054,1,50,5691,73270.45,397,213,231,0.978762053,9025,-0.229970472,-0.113350126,0.136150235,-0.033028781,-0.022058824,-0.013157895,39.84507042,37,3565.449155,2500,0.533598765,26,2.538637767,21,1.814251131,1.109873526,1.152341719,1.039040778,380,1004.675833,0.000258264,0.056051093,451453,0.849015176,1.960553012,0,0,1,1,medium-performing
1055,1,12,5541,69183.38,368,113,64,1.010733804,3644,0.920426698,0.635869565,-0.088495575,-0.094470234,-0.058823529,-0.076923077,39.77876106,40,4304.761062,2500,0.407844393,22,2.20910898,22,2.202780343,1.121544825,1.488411218,0.650279458,280,1001.039287,0.000259403,0.006123683,287378,0.986150883,2.895382395,1,1,0,2,medium-performing
1056,1,65,5541,27010.66,196,63,17,1.196612711,3055,-0.47820342,-0.280612245,-0.142857143,-0.094470234,-0.058823529,-0.076923077,37.07936508,36,2969.428571,2000,0.236469659,14,1.608246237,11,1.316151063,0.655996933,1.342080364,0.855671724,128,284.7564469,0.000247219,0.007030304,698260,1.002923777,1.877210161,0,0,0,0,poorly-performing
1057,1,63,5691,4185.86,91,74,380,1.370496,3637,-0.011376396,-0.164835165,-0.216216216,-0.033028781,-0.022058824,-0.013157895,34.82432432,34,2070.635135,1700,0.656165803,15,2.174185328,14,1.712629815,0.612789643,1.320398772,0.94427948,228,923.7118772,0.000255624,0.011610859,699901,0.909043528,1.855711014,1,0,0,1,medium-performing
1058,1,81,5541,25907.69,280,109,130,1.536508223,4674,-0.270528171,-0.282142857,-0.119266055,-0.094470234,-0.058823529,-0.076923077,38.52293578,38,3574.798991,2500,0.417098394,21,1.990624374,18,1.738223649,1.033890183,1.404239537,0.593991481,291,1352.425983,0.000260281,0.006190413,598454,0.976833714,2.539477878,0,0,0,0,poorly-performing
1059,1,160,5411,225223.77,3751,979,82,0.99434486,5772,-0.061200556,-0.003998934,-0.068437181,0.177622795,0.10140376,0.055555556,38.74361593,38,3053.677804,2200,0.626653486,36,2.601319945,32,1.838965744,0.977969947,1.407132484,0.767188077,868,6898.17173,0.000271223,0.21328412,497586,1.07109019,2.104405024,0,0,0,0,poorly-performing
1060,1,160,5691,50427.76,695,478,51,1.864751381,5772,-0.040625441,0.018705036,-0.016736402,-0.033028781,-0.022058824,-0.013157895,37.60460251,37,2768.843473,2000,0.679773413,30,2.61411702,24,1.693595772,0.921120465,1.314344995,0.729036634,634,3681.810841,0.000266525,0.130821796,497586,1.032152286,2.01154043,0,1,0,1,medium-performing
1061,1,4,5541,25785.42,228,103,101,1.846797011,6577,0.649742762,0.723684211,0.388349515,-0.094470234,-0.058823529,-0.076923077,41.86407767,41,4787.252427,2500,0.54288731,22,2.372623331,18,1.870325094,1.315850073,1.478686451,0.694797985,327,1342.53385,0.000261301,0.031049717,423372,1.056155007,2.260546077,1,1,1,3,well-performing
1062,1,160,5691,9250.46,196,153,15,1.506595088,5772,-0.011184309,-0.163265306,-0.111111111,-0.033028781,-0.022058824,-0.013157895,35.05882353,34,3599.349608,2500,0.504005233,20,2.569022596,17,1.888699187,0.672091323,1.187819569,1.009468813,382,1369.847103,0.000258665,0.058503967,497586,0.894467997,1.946148904,1,0,0,1,medium-performing
